CIUDAD,AÑO,ED4,CV4,SA6
Ibagué,2015,Algo satisfecho,Nada seguro,No
Ibagué,2015,Muy insatisfecho,Nada seguro,No
Ibagué,2015,Algo insatisfecho,Seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Muy seguro,Si
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Poco seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Algo satisfecho,Seguro,No
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,Muy satisfecho,Algo seguro,No
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,Algo satisfecho,Muy seguro,No
Ibagué,2015,Algo satisfecho,Poco seguro,No
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,Ni satisfecho ni insatisfecho,Nada seguro,Si
Ibagué,2015,Muy satisfecho,Nada seguro,Si
Ibagué,2015,Muy satisfecho,Poco seguro,No
Ibagué,2015,Algo satisfecho,Algo seguro,Si
Ibagué,2015,Muy satisfecho,Algo seguro,Si
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,Algo satisfecho,Algo seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Algo seguro,No
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Muy seguro,No
Ibagué,2015,Muy insatisfecho,Nada seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Nada seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,Algo satisfecho,Seguro,Si
Ibagué,2015,Muy satisfecho,Seguro,No
Ibagué,2015,Algo satisfecho,Algo seguro,Si
Ibagué,2015,Algo insatisfecho,Nada seguro,No
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,NA,Seguro,No
Ibagué,2015,NA,Poco seguro,No
Ibagué,2015,Muy insatisfecho,Algo seguro,No
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,NA,Poco seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Poco seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Seguro,Si
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Algo seguro,Si
Ibagué,2015,NA,Nada seguro,Si
Ibagué,2015,NA,Seguro,No
Ibagué,2015,Muy satisfecho,Algo seguro,Si
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Algo satisfecho,Algo seguro,No
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,Algo satisfecho,Poco seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Algo seguro,Si
Ibagué,2015,Ni satisfecho ni insatisfecho,Poco seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Poco seguro,No
Ibagué,2015,Algo satisfecho,Algo seguro,No
Ibagué,2015,Algo satisfecho,Poco seguro,Si
Ibagué,2015,Algo satisfecho,Algo seguro,Si
Ibagué,2015,NA,Muy seguro,No
Ibagué,2015,Algo satisfecho,Algo seguro,No
Ibagué,2015,NA,Muy seguro,Si
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Muy insatisfecho,Algo seguro,Si
Ibagué,2015,NA,Nada seguro,No
Ibagué,2015,Muy satisfecho,Algo seguro,Si
Ibagué,2015,Algo satisfecho,Nada seguro,No
Ibagué,2015,Algo satisfecho,Seguro,No
Ibagué,2015,NA,Muy seguro,Si
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,Ni satisfecho ni insatisfecho,Poco seguro,No
Ibagué,2015,Algo satisfecho,Seguro,No
Ibagué,2015,Muy satisfecho,Muy seguro,Si
Ibagué,2015,Muy satisfecho,Seguro,Si
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Algo satisfecho,Algo seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Algo seguro,No
Ibagué,2015,NA,Nada seguro,No
Ibagué,2015,Muy satisfecho,Seguro,No
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,Muy insatisfecho,Nada seguro,No
Ibagué,2015,Algo satisfecho,Seguro,No
Ibagué,2015,NA,Muy seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Muy satisfecho,Seguro,Si
Ibagué,2015,NA,Muy seguro,No
Ibagué,2015,Algo insatisfecho,Algo seguro,No
Ibagué,2015,NA,Muy seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Poco seguro,No
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Seguro,No
Ibagué,2015,NA,Seguro,No
Ibagué,2015,Algo satisfecho,Seguro,Si
Ibagué,2015,Algo satisfecho,Algo seguro,Si
Ibagué,2015,Ni satisfecho ni insatisfecho,Seguro,Si
Ibagué,2015,Algo satisfecho,Algo seguro,No
Ibagué,2015,Muy satisfecho,Seguro,Si
Ibagué,2015,NA,Muy seguro,No
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,NA,Poco seguro,Si
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,Algo satisfecho,Seguro,Si
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,Ni satisfecho ni insatisfecho,Algo seguro,No
Ibagué,2015,Muy satisfecho,Algo seguro,Si
Ibagué,2015,NA,Nada seguro,No
Ibagué,2015,NA,Muy seguro,No
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,NA,Poco seguro,Si
Ibagué,2015,Ni satisfecho ni insatisfecho,Muy seguro,Si
Ibagué,2015,Muy satisfecho,Algo seguro,Si
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,Algo satisfecho,Seguro,Si
Ibagué,2015,Ni satisfecho ni insatisfecho,Algo seguro,Si
Ibagué,2015,Muy satisfecho,Algo seguro,No
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,Muy satisfecho,Seguro,Si
Ibagué,2015,NA,Seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Seguro,Si
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,Ni satisfecho ni insatisfecho,Muy seguro,No
Ibagué,2015,NA,Nada seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,Ni satisfecho ni insatisfecho,Algo seguro,No
Ibagué,2015,Muy satisfecho,Muy seguro,Si
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Muy satisfecho,Poco seguro,No
Ibagué,2015,Algo satisfecho,Poco seguro,No
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,Muy satisfecho,Muy seguro,No
Ibagué,2015,NA,Nada seguro,Si
Ibagué,2015,NA,Nada seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Nada seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Algo seguro,No
Ibagué,2015,Algo insatisfecho,Poco seguro,No
Ibagué,2015,Algo satisfecho,Algo seguro,No
Ibagué,2015,NA,Poco seguro,No
Ibagué,2015,Algo satisfecho,Seguro,No
Ibagué,2015,Muy satisfecho,Algo seguro,No
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,Muy satisfecho,Muy seguro,Si
Ibagué,2015,NA,Muy seguro,Si
Ibagué,2015,NA,Muy seguro,No
Ibagué,2015,Algo satisfecho,Poco seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Seguro,No
Ibagué,2015,Algo satisfecho,Algo seguro,Si
Ibagué,2015,Algo satisfecho,Seguro,No
Ibagué,2015,NA,Poco seguro,No
Ibagué,2015,NA,Muy seguro,Si
Ibagué,2015,Algo satisfecho,Algo seguro,Si
Ibagué,2015,Algo insatisfecho,Algo seguro,No
Ibagué,2015,NA,Poco seguro,Si
Ibagué,2015,Algo satisfecho,Seguro,No
Ibagué,2015,Muy satisfecho,Muy seguro,Si
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Muy satisfecho,Muy seguro,Si
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,Muy satisfecho,Seguro,Si
Ibagué,2015,NA,Muy seguro,No
Ibagué,2015,Algo satisfecho,Algo seguro,No
Ibagué,2015,Algo satisfecho,Poco seguro,Si
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,Muy satisfecho,Muy seguro,Si
Ibagué,2015,NA,Poco seguro,No
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,Muy satisfecho,Algo seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,NA,Nada seguro,No
Ibagué,2015,NA,Muy seguro,No
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,Algo satisfecho,Seguro,Si
Ibagué,2015,Algo satisfecho,Algo seguro,No
Ibagué,2015,Muy satisfecho,Muy seguro,Si
Ibagué,2015,Ni satisfecho ni insatisfecho,Algo seguro,Si
Ibagué,2015,Muy satisfecho,Algo seguro,No
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,NA,Muy seguro,No
Ibagué,2015,Muy satisfecho,Algo seguro,No
Ibagué,2015,Muy satisfecho,Nada seguro,No
Ibagué,2015,Algo satisfecho,Algo seguro,No
Ibagué,2015,NA,Nada seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Seguro,No
Ibagué,2015,NA,Poco seguro,No
Ibagué,2015,Algo satisfecho,Algo seguro,No
Ibagué,2015,NA,Seguro,No
Ibagué,2015,Algo insatisfecho,Poco seguro,No
Ibagué,2015,Algo satisfecho,Algo seguro,No
Ibagué,2015,Algo insatisfecho,Nada seguro,No
Ibagué,2015,Algo satisfecho,Poco seguro,No
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,Algo satisfecho,Algo seguro,Si
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Algo satisfecho,Seguro,No
Ibagué,2015,NA,Poco seguro,No
Ibagué,2015,NA,Poco seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,NA,Poco seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Nada seguro,Si
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,Algo satisfecho,Algo seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Algo seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Nada seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Muy satisfecho,Muy seguro,Si
Ibagué,2015,Muy satisfecho,Muy seguro,No
Ibagué,2015,NA,Poco seguro,No
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,NA,Seguro,No
Ibagué,2015,NA,Poco seguro,No
Ibagué,2015,NA,Nada seguro,No
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,NA,Seguro,No
Ibagué,2015,Ni satisfecho ni insatisfecho,Muy seguro,No
Ibagué,2015,Muy satisfecho,Muy seguro,Si
Ibagué,2015,Muy satisfecho,Algo seguro,Si
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,Muy satisfecho,Muy seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Muy satisfecho,Algo seguro,No
Ibagué,2015,Algo satisfecho,Algo seguro,No
Ibagué,2015,Muy satisfecho,Nada seguro,Si
Ibagué,2015,NA,Poco seguro,No
Ibagué,2015,NA,Muy seguro,No
Ibagué,2015,Muy satisfecho,Muy seguro,Si
Ibagué,2015,Algo satisfecho,Seguro,Si
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Muy seguro,Si
Ibagué,2015,Muy satisfecho,Muy seguro,Si
Ibagué,2015,Muy satisfecho,Muy seguro,Si
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,NA,Seguro,No
Ibagué,2015,NA,Seguro,No
Ibagué,2015,NA,Muy seguro,Si
Ibagué,2015,NA,Seguro,No
Ibagué,2015,NA,Seguro,No
Ibagué,2015,NA,Seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,Muy satisfecho,Algo seguro,No
Ibagué,2015,NA,Muy seguro,Si
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,Algo satisfecho,Algo seguro,No
Ibagué,2015,NA,Muy seguro,No
Ibagué,2015,NA,Muy seguro,No
Ibagué,2015,NA,Algo seguro,No
Ibagué,2015,NA,Seguro,Si
Ibagué,2015,Muy satisfecho,Algo seguro,Si
Ibagué,2015,NA,Algo seguro,Si
Ibagué,2016,NA,Nada seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Poco seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,Muy satisfecho,Algo seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Nada seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Algo satisfecho,Nada seguro,NA
Ibagué,2016,Algo insatisfecho,Nada seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Algo seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,Muy satisfecho,Muy seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Muy satisfecho,Poco seguro,NA
Ibagué,2016,Muy satisfecho,Muy seguro,NA
Ibagué,2016,Muy satisfecho,Muy seguro,NA
Ibagué,2016,NA,Nada seguro,NA
Ibagué,2016,Algo satisfecho,Poco seguro,NA
Ibagué,2016,Algo satisfecho,Nada seguro,NA
Ibagué,2016,NA,Nada seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Algo seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Muy satisfecho,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Muy seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,NA,Nada seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Algo satisfecho,Muy seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Algo seguro,NA
Ibagué,2016,Muy insatisfecho,Nada seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Algo seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Poco seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Algo satisfecho,Poco seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Algo seguro,NA
Ibagué,2016,Muy satisfecho,Poco seguro,NA
Ibagué,2016,Algo insatisfecho,Nada seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Algo insatisfecho,Muy seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Algo seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,Algo insatisfecho,Poco seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Muy satisfecho,Poco seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Muy satisfecho,Muy seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,Muy satisfecho,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Algo seguro,NA
Ibagué,2016,NA,Nada seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,Muy satisfecho,Nada seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Muy satisfecho,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Nada seguro,NA
Ibagué,2016,Muy insatisfecho,Nada seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Nada seguro,NA
Ibagué,2016,Muy satisfecho,Muy seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,Algo satisfecho,Poco seguro,NA
Ibagué,2016,Muy satisfecho,Nada seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,Muy satisfecho,Poco seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Muy satisfecho,Muy seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,Muy insatisfecho,Algo seguro,NA
Ibagué,2016,Muy insatisfecho,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Algo insatisfecho,Poco seguro,NA
Ibagué,2016,Muy satisfecho,Muy seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Muy satisfecho,Algo seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,Muy satisfecho,Algo seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Poco seguro,NA
Ibagué,2016,Muy satisfecho,Algo seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Muy satisfecho,Poco seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,Algo satisfecho,Muy seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,Muy insatisfecho,Poco seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Algo insatisfecho,Poco seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,Algo satisfecho,Poco seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Poco seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,Muy satisfecho,Muy seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,Algo satisfecho,Muy seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,Algo satisfecho,Nada seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,Algo satisfecho,Muy seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,Muy satisfecho,Muy seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Algo seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,Algo satisfecho,Poco seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Muy satisfecho,Algo seguro,NA
Ibagué,2016,Muy insatisfecho,Muy seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,Muy satisfecho,Muy seguro,NA
Ibagué,2016,NA,Nada seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Muy seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Muy satisfecho,Muy seguro,NA
Ibagué,2016,Algo satisfecho,Muy seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Muy satisfecho,Algo seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,Muy satisfecho,Algo seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,NA,Seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,NA,Nada seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,Algo satisfecho,Algo seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,Muy satisfecho,Seguro,NA
Ibagué,2016,Muy insatisfecho,Muy seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Poco seguro,NA
Ibagué,2016,Muy satisfecho,Poco seguro,NA
Ibagué,2016,Algo satisfecho,Seguro,NA
Ibagué,2016,Ni satisfecho ni insatisfecho,Poco seguro,NA
Ibagué,2016,NA,Algo seguro,NA
Ibagué,2016,NA,Muy seguro,NA
