CIUDAD,AÑO,CO2,CO4
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha empeorado mucho,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado mucho,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado mucho,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha empeorado mucho,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado mucho,Si
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado mucho,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha empeorado mucho,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado mucho,Si
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado mucho,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado mucho,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha empeorado mucho,Si
Pereira,2015,Ha empeorado mucho,No
Pereira,2015,Ha empeorado mucho,Si
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado mucho,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha empeorado mucho,Si
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado mucho,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Ha empeorado mucho,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha empeorado mucho,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado mucho,No
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Ha empeorado mucho,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado mucho,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha empeorado mucho,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado mucho,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Ha empeorado mucho,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado mucho,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Ha empeorado mucho,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,Si
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Ha empeorado algo,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Ha mejorado algo,Si
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha empeorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado algo,No
Pereira,2015,Sigue igual,No
Pereira,2015,Sigue igual,No
Pereira,2015,Ha mejorado mucho,No
Pereira,2015,Sigue igual,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha empeorado mucho,Si
Pereira,2016,Sigue igual,Si
Pereira,2016,Sigue igual,Si
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,Si
Pereira,2016,Ha mejorado mucho,Si
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado mucho,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha empeorado algo,Si
Pereira,2016,Sigue igual,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Sigue igual,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,Si
Pereira,2016,Ha mejorado algo,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado mucho,Si
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,Si
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,Si
Pereira,2016,Sigue igual,Si
Pereira,2016,Ha empeorado mucho,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,Si
Pereira,2016,Sigue igual,Si
Pereira,2016,Ha empeorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha empeorado mucho,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,Si
Pereira,2016,Ha empeorado algo,Si
Pereira,2016,Ha empeorado algo,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,Si
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha empeorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha empeorado mucho,Si
Pereira,2016,Ha empeorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha empeorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,Si
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha empeorado algo,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha empeorado mucho,No
Pereira,2016,Sigue igual,Si
Pereira,2016,Ha empeorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha empeorado algo,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,Si
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha empeorado algo,Si
Pereira,2016,Ha mejorado algo,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha empeorado mucho,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha empeorado algo,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Sigue igual,Si
Pereira,2016,Ha empeorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha empeorado algo,Si
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha empeorado algo,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Ha empeorado mucho,Si
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha empeorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha empeorado mucho,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha mejorado algo,Si
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha empeorado mucho,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha empeorado algo,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha empeorado mucho,Si
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,Si
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha empeorado mucho,Si
Pereira,2016,Sigue igual,Si
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,Si
Pereira,2016,Ha empeorado mucho,Si
Pereira,2016,Ha empeorado algo,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha empeorado algo,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Ha empeorado algo,Si
Pereira,2016,Ha empeorado mucho,No
Pereira,2016,Ha mejorado algo,Si
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Ha mejorado mucho,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Sigue igual,No
Pereira,2016,Ha mejorado algo,Si
Pereira,2016,Ha empeorado algo,No
Pereira,2016,Ha mejorado algo,No
Pereira,2016,Sigue igual,Si
