CIUDAD,AÑO,CO2,CO4
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha empeorado mucho,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha empeorado mucho,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha empeorado mucho,Si
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha mejorado algo,Si
Pereira,2012,Ha empeorado mucho,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado mucho,Si
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado mucho,Si
Pereira,2012,Ha mejorado algo,Si
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado mucho,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,Si
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha empeorado mucho,Si
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha empeorado mucho,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,Si
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha mejorado algo,Si
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha empeorado mucho,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Ha empeorado mucho,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Ha mejorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado mucho,Si
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha empeorado mucho,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado mucho,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha empeorado mucho,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,Si
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Ha mejorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha mejorado algo,Si
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha empeorado mucho,Si
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha mejorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Ha empeorado mucho,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,Si
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha empeorado mucho,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha empeorado mucho,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado mucho,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Ha empeorado mucho,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado mucho,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,Si
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado mucho,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado mucho,No
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Ha mejorado algo,Si
Pereira,2012,Ha mejorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2012,Ha empeorado mucho,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Ha empeorado algo,Si
Pereira,2012,Sigue igual,No
Pereira,2012,Ha mejorado algo,No
Pereira,2012,Sigue igual,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha mejorado mucho,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha empeorado mucho,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha empeorado mucho,Si
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Ha empeorado mucho,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Ha mejorado mucho,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha mejorado mucho,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado mucho,No
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado mucho,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Ha mejorado mucho,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha empeorado mucho,No
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha empeorado mucho,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado mucho,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado mucho,Si
Pereira,2013,Ha empeorado mucho,Si
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado mucho,Si
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado mucho,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha empeorado mucho,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Ha empeorado mucho,Si
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Ha mejorado mucho,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado mucho,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado mucho,No
Pereira,2013,Ha empeorado mucho,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado mucho,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha empeorado mucho,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado mucho,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha empeorado mucho,Si
Pereira,2013,Ha empeorado mucho,No
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha empeorado mucho,Si
Pereira,2013,Ha mejorado mucho,Si
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha empeorado mucho,Si
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha mejorado algo,Si
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Sigue igual,Si
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Sigue igual,No
Pereira,2013,Ha mejorado algo,No
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Ha empeorado algo,Si
Pereira,2013,Ha empeorado algo,No
Pereira,2013,Sigue igual,Si
