CIUDAD,AÑO,VS15
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2007,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
Bogotá,2008,NA
